,condition,well_id,day_0,well_label,image_name_0,has_cell_0,day_1,image_name_1,has_cell_1,day_2,image_name_2,has_cell_2,day_3,image_name_3,has_cell_3,day_4,image_name_4,has_cell_4,day_5,image_name_5,has_cell_5,day_6,image_name_6,has_cell_6,day_7,image_name_7,has_cell_7,day_8,image_name_8,has_cell_8,day_9,image_name_9,has_cell_9,day_10,image_name_10,has_cell_10,day_11,image_name_11,has_cell_11,day_12,image_name_12,has_cell_12,day_13,image_name_13,has_cell_13
21,C1,2549,0,2549,well2549_day00_well.png,0,1,well2549_day01_well.png,0,2,well2549_day02_well.png,0,3,well2549_day03_well.png,0,4,well2549_day04_well.png,0,5,well2549_day05_well.png,0,6,well2549_day06_well.png,0,7,well2549_day07_well.png,0,8,well2549_day08_well.png,1,9,well2549_day09_well.png,1,10,well2549_day10_well.png,1,11,well2549_day11_well.png,1,12,well2549_day12_well.png,1,13,well2549_day13_well.png,1
22,C1,1464,0,1464,well1464_day00_well.png,0,1,well1464_day01_well.png,0,2,well1464_day02_well.png,1,3,well1464_day03_well.png,0,4,well1464_day04_well.png,0,5,well1464_day05_well.png,0,6,well1464_day06_well.png,0,7,well1464_day07_well.png,0,8,well1464_day08_well.png,0,9,well1464_day09_well.png,0,10,well1464_day10_well.png,0,11,well1464_day11_well.png,0,12,well1464_day12_well.png,0,13,well1464_day13_well.png,1
23,A2,1533,0,1533,well1533_day00_well.png,1,1,well1533_day01_well.png,1,2,well1533_day02_well.png,1,3,well1533_day03_well.png,1,4,well1533_day04_well.png,1,5,well1533_day05_well.png,1,6,well1533_day06_well.png,1,7,well1533_day07_well.png,1,8,well1533_day08_well.png,1,9,well1533_day09_well.png,1,10,well1533_day10_well.png,1,11,well1533_day11_well.png,1,12,well1533_day12_well.png,1,13,well1533_day13_well.png,1
24,C1,2180,0,2180,well2180_day00_well.png,0,1,well2180_day01_well.png,1,2,well2180_day02_well.png,0,3,well2180_day03_well.png,1,4,well2180_day04_well.png,0,5,well2180_day05_well.png,1,6,well2180_day06_well.png,0,7,well2180_day07_well.png,0,8,well2180_day08_well.png,0,9,well2180_day09_well.png,0,10,well2180_day10_well.png,0,11,well2180_day11_well.png,0,12,well2180_day12_well.png,1,13,well2180_day13_well.png,0
25,C1,1650,0,1650,well1650_day00_well.png,1,1,well1650_day01_well.png,1,2,well1650_day02_well.png,0,3,well1650_day03_well.png,0,4,well1650_day04_well.png,0,5,well1650_day05_well.png,1,6,well1650_day06_well.png,1,7,well1650_day07_well.png,1,8,well1650_day08_well.png,0,9,well1650_day09_well.png,0,10,well1650_day10_well.png,0,11,well1650_day11_well.png,1,12,well1650_day12_well.png,0,13,well1650_day13_well.png,0
26,A2,385,0,0385,well0385_day00_well.png,1,1,well0385_day01_well.png,1,2,well0385_day02_well.png,1,3,well0385_day03_well.png,1,4,well0385_day04_well.png,1,5,well0385_day05_well.png,1,6,well0385_day06_well.png,1,7,well0385_day07_well.png,1,8,well0385_day08_well.png,1,9,well0385_day09_well.png,1,10,well0385_day10_well.png,1,11,well0385_day11_well.png,1,12,well0385_day12_well.png,1,13,well0385_day13_well.png,1
27,A2,1249,0,1249,well1249_day00_well.png,1,1,well1249_day01_well.png,1,2,well1249_day02_well.png,1,3,well1249_day03_well.png,1,4,well1249_day04_well.png,1,5,well1249_day05_well.png,1,6,well1249_day06_well.png,1,7,well1249_day07_well.png,1,8,well1249_day08_well.png,1,9,well1249_day09_well.png,1,10,well1249_day10_well.png,1,11,well1249_day11_well.png,1,12,well1249_day12_well.png,1,13,well1249_day13_well.png,1
28,C1,2197,0,2197,well2197_day00_well.png,0,1,well2197_day01_well.png,0,2,well2197_day02_well.png,0,3,well2197_day03_well.png,0,4,well2197_day04_well.png,0,5,well2197_day05_well.png,0,6,well2197_day06_well.png,1,7,well2197_day07_well.png,1,8,well2197_day08_well.png,1,9,well2197_day09_well.png,1,10,well2197_day10_well.png,0,11,well2197_day11_well.png,1,12,well2197_day12_well.png,1,13,well2197_day13_well.png,1
29,C1,278,0,0278,well0278_day00_well.png,1,1,well0278_day01_well.png,1,2,well0278_day02_well.png,1,3,well0278_day03_well.png,1,4,well0278_day04_well.png,1,5,well0278_day05_well.png,1,6,well0278_day06_well.png,1,7,well0278_day07_well.png,1,8,well0278_day08_well.png,1,9,well0278_day09_well.png,1,10,well0278_day10_well.png,1,11,well0278_day11_well.png,0,12,well0278_day12_well.png,0,13,well0278_day13_well.png,1
30,C1,105,0,0105,well0105_day00_well.png,0,1,well0105_day01_well.png,0,2,well0105_day02_well.png,0,3,well0105_day03_well.png,0,4,well0105_day04_well.png,0,5,well0105_day05_well.png,0,6,well0105_day06_well.png,0,7,well0105_day07_well.png,0,8,well0105_day08_well.png,0,9,well0105_day09_well.png,0,10,well0105_day10_well.png,0,11,well0105_day11_well.png,0,12,well0105_day12_well.png,0,13,well0105_day13_well.png,0
31,C1,25,0,0025,well0025_day00_well.png,0,1,well0025_day01_well.png,0,2,well0025_day02_well.png,0,3,well0025_day03_well.png,0,4,well0025_day04_well.png,0,5,well0025_day05_well.png,1,6,well0025_day06_well.png,0,7,well0025_day07_well.png,0,8,well0025_day08_well.png,0,9,well0025_day09_well.png,0,10,well0025_day10_well.png,0,11,well0025_day11_well.png,0,12,well0025_day12_well.png,0,13,well0025_day13_well.png,0
32,A2,1904,0,1904,well1904_day00_well.png,1,1,well1904_day01_well.png,1,2,well1904_day02_well.png,1,3,well1904_day03_well.png,1,4,well1904_day04_well.png,1,5,well1904_day05_well.png,1,6,well1904_day06_well.png,1,7,well1904_day07_well.png,1,8,well1904_day08_well.png,1,9,well1904_day09_well.png,1,10,well1904_day10_well.png,1,11,well1904_day11_well.png,1,12,well1904_day12_well.png,1,13,well1904_day13_well.png,1
33,C1,3184,0,3184,well3184_day00_well.png,0,1,well3184_day01_well.png,0,2,well3184_day02_well.png,0,3,well3184_day03_well.png,0,4,well3184_day04_well.png,0,5,well3184_day05_well.png,0,6,well3184_day06_well.png,0,7,well3184_day07_well.png,0,8,well3184_day08_well.png,0,9,well3184_day09_well.png,0,10,well3184_day10_well.png,0,11,well3184_day11_well.png,0,12,well3184_day12_well.png,0,13,well3184_day13_well.png,0
34,C1,2433,0,2433,well2433_day00_well.png,0,1,well2433_day01_well.png,0,2,well2433_day02_well.png,0,3,well2433_day03_well.png,0,4,well2433_day04_well.png,0,5,well2433_day05_well.png,0,6,well2433_day06_well.png,1,7,well2433_day07_well.png,0,8,well2433_day08_well.png,1,9,well2433_day09_well.png,0,10,well2433_day10_well.png,1,11,well2433_day11_well.png,0,12,well2433_day12_well.png,0,13,well2433_day13_well.png,0
35,C1,2580,0,2580,well2580_day00_well.png,1,1,well2580_day01_well.png,0,2,well2580_day02_well.png,0,3,well2580_day03_well.png,1,4,well2580_day04_well.png,1,5,well2580_day05_well.png,1,6,well2580_day06_well.png,1,7,well2580_day07_well.png,1,8,well2580_day08_well.png,1,9,well2580_day09_well.png,1,10,well2580_day10_well.png,1,11,well2580_day11_well.png,1,12,well2580_day12_well.png,1,13,well2580_day13_well.png,1
36,C1,1996,0,1996,well1996_day00_well.png,0,1,well1996_day01_well.png,0,2,well1996_day02_well.png,0,3,well1996_day03_well.png,0,4,well1996_day04_well.png,0,5,well1996_day05_well.png,0,6,well1996_day06_well.png,0,7,well1996_day07_well.png,0,8,well1996_day08_well.png,0,9,well1996_day09_well.png,0,10,well1996_day10_well.png,0,11,well1996_day11_well.png,0,12,well1996_day12_well.png,0,13,well1996_day13_well.png,0
37,C1,250,0,0250,well0250_day00_well.png,0,1,well0250_day01_well.png,0,2,well0250_day02_well.png,0,3,well0250_day03_well.png,0,4,well0250_day04_well.png,0,5,well0250_day05_well.png,0,6,well0250_day06_well.png,0,7,well0250_day07_well.png,0,8,well0250_day08_well.png,0,9,well0250_day09_well.png,0,10,well0250_day10_well.png,0,11,well0250_day11_well.png,0,12,well0250_day12_well.png,0,13,well0250_day13_well.png,0
38,A2,2594,0,2594,well2594_day00_well.png,0,1,well2594_day01_well.png,0,2,well2594_day02_well.png,0,3,well2594_day03_well.png,0,4,well2594_day04_well.png,0,5,well2594_day05_well.png,0,6,well2594_day06_well.png,0,7,well2594_day07_well.png,0,8,well2594_day08_well.png,0,9,well2594_day09_well.png,0,10,well2594_day10_well.png,0,11,well2594_day11_well.png,0,12,well2594_day12_well.png,0,13,well2594_day13_well.png,1
39,A2,1017,0,1017,well1017_day00_well.png,1,1,well1017_day01_well.png,1,2,well1017_day02_well.png,1,3,well1017_day03_well.png,1,4,well1017_day04_well.png,1,5,well1017_day05_well.png,1,6,well1017_day06_well.png,1,7,well1017_day07_well.png,1,8,well1017_day08_well.png,1,9,well1017_day09_well.png,1,10,well1017_day10_well.png,1,11,well1017_day11_well.png,1,12,well1017_day12_well.png,1,13,well1017_day13_well.png,1
40,C1,831,0,0831,well0831_day00_well.png,0,1,well0831_day01_well.png,0,2,well0831_day02_well.png,0,3,well0831_day03_well.png,0,4,well0831_day04_well.png,0,5,well0831_day05_well.png,0,6,well0831_day06_well.png,0,7,well0831_day07_well.png,0,8,well0831_day08_well.png,0,9,well0831_day09_well.png,0,10,well0831_day10_well.png,0,11,well0831_day11_well.png,0,12,well0831_day12_well.png,0,13,well0831_day13_well.png,0
41,A2,3534,0,3534,well3534_day00_well.png,0,1,well3534_day01_well.png,0,2,well3534_day02_well.png,0,3,well3534_day03_well.png,0,4,well3534_day04_well.png,0,5,well3534_day05_well.png,0,6,well3534_day06_well.png,0,7,well3534_day07_well.png,0,8,well3534_day08_well.png,0,9,well3534_day09_well.png,0,10,well3534_day10_well.png,0,11,well3534_day11_well.png,0,12,well3534_day12_well.png,0,13,well3534_day13_well.png,0
42,C1,1319,0,1319,well1319_day00_well.png,1,1,well1319_day01_well.png,1,2,well1319_day02_well.png,1,3,well1319_day03_well.png,1,4,well1319_day04_well.png,1,5,well1319_day05_well.png,0,6,well1319_day06_well.png,0,7,well1319_day07_well.png,1,8,well1319_day08_well.png,1,9,well1319_day09_well.png,0,10,well1319_day10_well.png,0,11,well1319_day11_well.png,0,12,well1319_day12_well.png,1,13,well1319_day13_well.png,1
43,A2,137,0,0137,well0137_day00_well.png,1,1,well0137_day01_well.png,1,2,well0137_day02_well.png,1,3,well0137_day03_well.png,1,4,well0137_day04_well.png,1,5,well0137_day05_well.png,1,6,well0137_day06_well.png,1,7,well0137_day07_well.png,1,8,well0137_day08_well.png,1,9,well0137_day09_well.png,1,10,well0137_day10_well.png,1,11,well0137_day11_well.png,1,12,well0137_day12_well.png,1,13,well0137_day13_well.png,1
44,C1,977,0,0977,well0977_day00_well.png,1,1,well0977_day01_well.png,0,2,well0977_day02_well.png,0,3,well0977_day03_well.png,0,4,well0977_day04_well.png,0,5,well0977_day05_well.png,0,6,well0977_day06_well.png,0,7,well0977_day07_well.png,0,8,well0977_day08_well.png,0,9,well0977_day09_well.png,0,10,well0977_day10_well.png,0,11,well0977_day11_well.png,0,12,well0977_day12_well.png,0,13,well0977_day13_well.png,0
45,C1,1773,0,1773,well1773_day00_well.png,0,1,well1773_day01_well.png,0,2,well1773_day02_well.png,0,3,well1773_day03_well.png,0,4,well1773_day04_well.png,0,5,well1773_day05_well.png,0,6,well1773_day06_well.png,0,7,well1773_day07_well.png,0,8,well1773_day08_well.png,0,9,well1773_day09_well.png,0,10,well1773_day10_well.png,0,11,well1773_day11_well.png,0,12,well1773_day12_well.png,0,13,well1773_day13_well.png,0
46,A2,269,0,0269,well0269_day00_well.png,1,1,well0269_day01_well.png,1,2,well0269_day02_well.png,1,3,well0269_day03_well.png,1,4,well0269_day04_well.png,1,5,well0269_day05_well.png,1,6,well0269_day06_well.png,1,7,well0269_day07_well.png,1,8,well0269_day08_well.png,1,9,well0269_day09_well.png,1,10,well0269_day10_well.png,1,11,well0269_day11_well.png,1,12,well0269_day12_well.png,1,13,well0269_day13_well.png,1
47,C1,960,0,0960,well0960_day00_well.png,1,1,well0960_day01_well.png,1,2,well0960_day02_well.png,1,3,well0960_day03_well.png,1,4,well0960_day04_well.png,1,5,well0960_day05_well.png,1,6,well0960_day06_well.png,1,7,well0960_day07_well.png,1,8,well0960_day08_well.png,1,9,well0960_day09_well.png,1,10,well0960_day10_well.png,1,11,well0960_day11_well.png,1,12,well0960_day12_well.png,1,13,well0960_day13_well.png,1
48,C1,1442,0,1442,well1442_day00_well.png,0,1,well1442_day01_well.png,0,2,well1442_day02_well.png,1,3,well1442_day03_well.png,1,4,well1442_day04_well.png,1,5,well1442_day05_well.png,1,6,well1442_day06_well.png,1,7,well1442_day07_well.png,1,8,well1442_day08_well.png,1,9,well1442_day09_well.png,1,10,well1442_day10_well.png,1,11,well1442_day11_well.png,1,12,well1442_day12_well.png,1,13,well1442_day13_well.png,1
49,C1,2861,0,2861,well2861_day00_well.png,0,1,well2861_day01_well.png,0,2,well2861_day02_well.png,0,3,well2861_day03_well.png,0,4,well2861_day04_well.png,0,5,well2861_day05_well.png,0,6,well2861_day06_well.png,0,7,well2861_day07_well.png,0,8,well2861_day08_well.png,0,9,well2861_day09_well.png,0,10,well2861_day10_well.png,0,11,well2861_day11_well.png,0,12,well2861_day12_well.png,0,13,well2861_day13_well.png,0
50,A2,3249,0,3249,well3249_day00_well.png,0,1,well3249_day01_well.png,1,2,well3249_day02_well.png,1,3,well3249_day03_well.png,0,4,well3249_day04_well.png,0,5,well3249_day05_well.png,1,6,well3249_day06_well.png,1,7,well3249_day07_well.png,1,8,well3249_day08_well.png,0,9,well3249_day09_well.png,0,10,well3249_day10_well.png,0,11,well3249_day11_well.png,0,12,well3249_day12_well.png,1,13,well3249_day13_well.png,0
51,A2,742,0,0742,well0742_day00_well.png,1,1,well0742_day01_well.png,1,2,well0742_day02_well.png,1,3,well0742_day03_well.png,1,4,well0742_day04_well.png,1,5,well0742_day05_well.png,1,6,well0742_day06_well.png,1,7,well0742_day07_well.png,1,8,well0742_day08_well.png,1,9,well0742_day09_well.png,1,10,well0742_day10_well.png,1,11,well0742_day11_well.png,1,12,well0742_day12_well.png,1,13,well0742_day13_well.png,1
52,C1,89,0,0089,well0089_day00_well.png,0,1,well0089_day01_well.png,0,2,well0089_day02_well.png,0,3,well0089_day03_well.png,0,4,well0089_day04_well.png,0,5,well0089_day05_well.png,0,6,well0089_day06_well.png,0,7,well0089_day07_well.png,0,8,well0089_day08_well.png,0,9,well0089_day09_well.png,0,10,well0089_day10_well.png,0,11,well0089_day11_well.png,0,12,well0089_day12_well.png,0,13,well0089_day13_well.png,0
53,A2,3530,0,3530,well3530_day00_well.png,1,1,well3530_day01_well.png,0,2,well3530_day02_well.png,1,3,well3530_day03_well.png,0,4,well3530_day04_well.png,0,5,well3530_day05_well.png,0,6,well3530_day06_well.png,0,7,well3530_day07_well.png,0,8,well3530_day08_well.png,1,9,well3530_day09_well.png,0,10,well3530_day10_well.png,0,11,well3530_day11_well.png,1,12,well3530_day12_well.png,1,13,well3530_day13_well.png,1
54,C1,2079,0,2079,well2079_day00_well.png,1,1,well2079_day01_well.png,0,2,well2079_day02_well.png,0,3,well2079_day03_well.png,0,4,well2079_day04_well.png,0,5,well2079_day05_well.png,0,6,well2079_day06_well.png,0,7,well2079_day07_well.png,0,8,well2079_day08_well.png,1,9,well2079_day09_well.png,1,10,well2079_day10_well.png,1,11,well2079_day11_well.png,1,12,well2079_day12_well.png,1,13,well2079_day13_well.png,1
55,C1,109,0,0109,well0109_day00_well.png,0,1,well0109_day01_well.png,0,2,well0109_day02_well.png,0,3,well0109_day03_well.png,0,4,well0109_day04_well.png,0,5,well0109_day05_well.png,0,6,well0109_day06_well.png,0,7,well0109_day07_well.png,0,8,well0109_day08_well.png,0,9,well0109_day09_well.png,0,10,well0109_day10_well.png,0,11,well0109_day11_well.png,0,12,well0109_day12_well.png,0,13,well0109_day13_well.png,0
56,C1,1295,0,1295,well1295_day00_well.png,0,1,well1295_day01_well.png,0,2,well1295_day02_well.png,0,3,well1295_day03_well.png,0,4,well1295_day04_well.png,0,5,well1295_day05_well.png,1,6,well1295_day06_well.png,0,7,well1295_day07_well.png,0,8,well1295_day08_well.png,0,9,well1295_day09_well.png,0,10,well1295_day10_well.png,0,11,well1295_day11_well.png,0,12,well1295_day12_well.png,0,13,well1295_day13_well.png,0
57,A2,1304,0,1304,well1304_day00_well.png,1,1,well1304_day01_well.png,1,2,well1304_day02_well.png,1,3,well1304_day03_well.png,1,4,well1304_day04_well.png,1,5,well1304_day05_well.png,1,6,well1304_day06_well.png,1,7,well1304_day07_well.png,1,8,well1304_day08_well.png,1,9,well1304_day09_well.png,1,10,well1304_day10_well.png,1,11,well1304_day11_well.png,1,12,well1304_day12_well.png,1,13,well1304_day13_well.png,1
58,C1,2547,0,2547,well2547_day00_well.png,0,1,well2547_day01_well.png,0,2,well2547_day02_well.png,0,3,well2547_day03_well.png,0,4,well2547_day04_well.png,0,5,well2547_day05_well.png,0,6,well2547_day06_well.png,0,7,well2547_day07_well.png,0,8,well2547_day08_well.png,0,9,well2547_day09_well.png,0,10,well2547_day10_well.png,0,11,well2547_day11_well.png,0,12,well2547_day12_well.png,0,13,well2547_day13_well.png,0
59,C1,3059,0,3059,well3059_day00_well.png,1,1,well3059_day01_well.png,1,2,well3059_day02_well.png,1,3,well3059_day03_well.png,0,4,well3059_day04_well.png,1,5,well3059_day05_well.png,1,6,well3059_day06_well.png,0,7,well3059_day07_well.png,0,8,well3059_day08_well.png,0,9,well3059_day09_well.png,0,10,well3059_day10_well.png,0,11,well3059_day11_well.png,1,12,well3059_day12_well.png,1,13,well3059_day13_well.png,0
60,C1,1718,0,1718,well1718_day00_well.png,1,1,well1718_day01_well.png,0,2,well1718_day02_well.png,0,3,well1718_day03_well.png,0,4,well1718_day04_well.png,0,5,well1718_day05_well.png,0,6,well1718_day06_well.png,0,7,well1718_day07_well.png,0,8,well1718_day08_well.png,0,9,well1718_day09_well.png,0,10,well1718_day10_well.png,0,11,well1718_day11_well.png,0,12,well1718_day12_well.png,0,13,well1718_day13_well.png,0
