,condition,well_id,day_0,well_label,image_name_0,has_cell_0,day_1,image_name_1,has_cell_1,day_2,image_name_2,has_cell_2,day_3,image_name_3,has_cell_3,day_4,image_name_4,has_cell_4,day_5,image_name_5,has_cell_5,day_6,image_name_6,has_cell_6,day_7,image_name_7,has_cell_7,day_8,image_name_8,has_cell_8,day_9,image_name_9,has_cell_9,day_10,image_name_10,has_cell_10,day_11,image_name_11,has_cell_11,day_12,image_name_12,has_cell_12,day_13,image_name_13,has_cell_13
10,A1,13,0,0013,well0013_day00_well.png,0,1,well0013_day01_well.png,0,2,well0013_day02_well.png,0,3,well0013_day03_well.png,0,4,well0013_day04_well.png,0,5,well0013_day05_well.png,1,6,well0013_day06_well.png,1,7,well0013_day07_well.png,1,8,well0013_day08_well.png,1,9,well0013_day09_well.png,1,10,well0013_day10_well.png,1,11,well0013_day11_well.png,1,12,well0013_day12_well.png,1,13,well0013_day13_well.png,1
11,A1,14,0,0014,well0014_day00_well.png,1,1,well0014_day01_well.png,0,2,well0014_day02_well.png,0,3,well0014_day03_well.png,0,4,well0014_day04_well.png,0,5,well0014_day05_well.png,0,6,well0014_day06_well.png,0,7,well0014_day07_well.png,0,8,well0014_day08_well.png,0,9,well0014_day09_well.png,0,10,well0014_day10_well.png,0,11,well0014_day11_well.png,0,12,well0014_day12_well.png,0,13,well0014_day13_well.png,0
12,A1,15,0,0015,well0015_day00_well.png,0,1,well0015_day01_well.png,0,2,well0015_day02_well.png,0,3,well0015_day03_well.png,0,4,well0015_day04_well.png,0,5,well0015_day05_well.png,0,6,well0015_day06_well.png,0,7,well0015_day07_well.png,0,8,well0015_day08_well.png,0,9,well0015_day09_well.png,0,10,well0015_day10_well.png,1,11,well0015_day11_well.png,1,12,well0015_day12_well.png,1,13,well0015_day13_well.png,1
13,A1,16,0,0016,well0016_day00_well.png,0,1,well0016_day01_well.png,0,2,well0016_day02_well.png,0,3,well0016_day03_well.png,0,4,well0016_day04_well.png,0,5,well0016_day05_well.png,0,6,well0016_day06_well.png,0,7,well0016_day07_well.png,0,8,well0016_day08_well.png,0,9,well0016_day09_well.png,0,10,well0016_day10_well.png,0,11,well0016_day11_well.png,0,12,well0016_day12_well.png,0,13,well0016_day13_well.png,1
14,A1,17,0,0017,well0017_day00_well.png,0,1,well0017_day01_well.png,0,2,well0017_day02_well.png,0,3,well0017_day03_well.png,0,4,well0017_day04_well.png,0,5,well0017_day05_well.png,0,6,well0017_day06_well.png,0,7,well0017_day07_well.png,0,8,well0017_day08_well.png,0,9,well0017_day09_well.png,0,10,well0017_day10_well.png,0,11,well0017_day11_well.png,0,12,well0017_day12_well.png,0,13,well0017_day13_well.png,0
15,A1,18,0,0018,well0018_day00_well.png,1,1,well0018_day01_well.png,1,2,well0018_day02_well.png,1,3,well0018_day03_well.png,1,4,well0018_day04_well.png,1,5,well0018_day05_well.png,0,6,well0018_day06_well.png,1,7,well0018_day07_well.png,1,8,well0018_day08_well.png,0,9,well0018_day09_well.png,1,10,well0018_day10_well.png,0,11,well0018_day11_well.png,1,12,well0018_day12_well.png,1,13,well0018_day13_well.png,1
16,A1,19,0,0019,well0019_day00_well.png,0,1,well0019_day01_well.png,0,2,well0019_day02_well.png,1,3,well0019_day03_well.png,1,4,well0019_day04_well.png,1,5,well0019_day05_well.png,1,6,well0019_day06_well.png,1,7,well0019_day07_well.png,1,8,well0019_day08_well.png,1,9,well0019_day09_well.png,1,10,well0019_day10_well.png,1,11,well0019_day11_well.png,1,12,well0019_day12_well.png,1,13,well0019_day13_well.png,1
17,A1,20,0,0020,well0020_day00_well.png,0,1,well0020_day01_well.png,1,2,well0020_day02_well.png,0,3,well0020_day03_well.png,0,4,well0020_day04_well.png,1,5,well0020_day05_well.png,0,6,well0020_day06_well.png,0,7,well0020_day07_well.png,1,8,well0020_day08_well.png,0,9,well0020_day09_well.png,0,10,well0020_day10_well.png,1,11,well0020_day11_well.png,1,12,well0020_day12_well.png,0,13,well0020_day13_well.png,1
18,A1,21,0,0021,well0021_day00_well.png,1,1,well0021_day01_well.png,1,2,well0021_day02_well.png,1,3,well0021_day03_well.png,1,4,well0021_day04_well.png,1,5,well0021_day05_well.png,1,6,well0021_day06_well.png,1,7,well0021_day07_well.png,1,8,well0021_day08_well.png,1,9,well0021_day09_well.png,1,10,well0021_day10_well.png,1,11,well0021_day11_well.png,1,12,well0021_day12_well.png,1,13,well0021_day13_well.png,1
19,A1,22,0,0022,well0022_day00_well.png,0,1,well0022_day01_well.png,0,2,well0022_day02_well.png,0,3,well0022_day03_well.png,0,4,well0022_day04_well.png,1,5,well0022_day05_well.png,1,6,well0022_day06_well.png,1,7,well0022_day07_well.png,1,8,well0022_day08_well.png,1,9,well0022_day09_well.png,1,10,well0022_day10_well.png,1,11,well0022_day11_well.png,1,12,well0022_day12_well.png,1,13,well0022_day13_well.png,1
20,A1,24,0,0024,well0024_day00_well.png,0,1,well0024_day01_well.png,0,2,well0024_day02_well.png,0,3,well0024_day03_well.png,0,4,well0024_day04_well.png,0,5,well0024_day05_well.png,0,6,well0024_day06_well.png,1,7,well0024_day07_well.png,0,8,well0024_day08_well.png,1,9,well0024_day09_well.png,0,10,well0024_day10_well.png,0,11,well0024_day11_well.png,0,12,well0024_day12_well.png,0,13,well0024_day13_well.png,1
21,A1,26,0,0026,well0026_day00_well.png,0,1,well0026_day01_well.png,0,2,well0026_day02_well.png,0,3,well0026_day03_well.png,0,4,well0026_day04_well.png,0,5,well0026_day05_well.png,0,6,well0026_day06_well.png,0,7,well0026_day07_well.png,1,8,well0026_day08_well.png,1,9,well0026_day09_well.png,1,10,well0026_day10_well.png,1,11,well0026_day11_well.png,1,12,well0026_day12_well.png,1,13,well0026_day13_well.png,1
22,A1,27,0,0027,well0027_day00_well.png,0,1,well0027_day01_well.png,0,2,well0027_day02_well.png,0,3,well0027_day03_well.png,0,4,well0027_day04_well.png,0,5,well0027_day05_well.png,0,6,well0027_day06_well.png,0,7,well0027_day07_well.png,0,8,well0027_day08_well.png,0,9,well0027_day09_well.png,0,10,well0027_day10_well.png,0,11,well0027_day11_well.png,0,12,well0027_day12_well.png,0,13,well0027_day13_well.png,0
23,A1,28,0,0028,well0028_day00_well.png,0,1,well0028_day01_well.png,0,2,well0028_day02_well.png,0,3,well0028_day03_well.png,0,4,well0028_day04_well.png,0,5,well0028_day05_well.png,0,6,well0028_day06_well.png,0,7,well0028_day07_well.png,0,8,well0028_day08_well.png,0,9,well0028_day09_well.png,0,10,well0028_day10_well.png,0,11,well0028_day11_well.png,0,12,well0028_day12_well.png,1,13,well0028_day13_well.png,1
24,A1,29,0,0029,well0029_day00_well.png,1,1,well0029_day01_well.png,1,2,well0029_day02_well.png,0,3,well0029_day03_well.png,0,4,well0029_day04_well.png,0,5,well0029_day05_well.png,0,6,well0029_day06_well.png,0,7,well0029_day07_well.png,0,8,well0029_day08_well.png,0,9,well0029_day09_well.png,0,10,well0029_day10_well.png,0,11,well0029_day11_well.png,0,12,well0029_day12_well.png,0,13,well0029_day13_well.png,0
25,A1,32,0,0032,well0032_day00_well.png,0,1,well0032_day01_well.png,0,2,well0032_day02_well.png,0,3,well0032_day03_well.png,0,4,well0032_day04_well.png,0,5,well0032_day05_well.png,0,6,well0032_day06_well.png,0,7,well0032_day07_well.png,0,8,well0032_day08_well.png,0,9,well0032_day09_well.png,0,10,well0032_day10_well.png,0,11,well0032_day11_well.png,0,12,well0032_day12_well.png,1,13,well0032_day13_well.png,1
26,A1,33,0,0033,well0033_day00_well.png,0,1,well0033_day01_well.png,0,2,well0033_day02_well.png,0,3,well0033_day03_well.png,0,4,well0033_day04_well.png,0,5,well0033_day05_well.png,0,6,well0033_day06_well.png,0,7,well0033_day07_well.png,0,8,well0033_day08_well.png,0,9,well0033_day09_well.png,0,10,well0033_day10_well.png,0,11,well0033_day11_well.png,0,12,well0033_day12_well.png,0,13,well0033_day13_well.png,0
27,A1,34,0,0034,well0034_day00_well.png,0,1,well0034_day01_well.png,0,2,well0034_day02_well.png,0,3,well0034_day03_well.png,0,4,well0034_day04_well.png,0,5,well0034_day05_well.png,0,6,well0034_day06_well.png,0,7,well0034_day07_well.png,0,8,well0034_day08_well.png,0,9,well0034_day09_well.png,0,10,well0034_day10_well.png,0,11,well0034_day11_well.png,0,12,well0034_day12_well.png,0,13,well0034_day13_well.png,0
28,A1,35,0,0035,well0035_day00_well.png,1,1,well0035_day01_well.png,0,2,well0035_day02_well.png,0,3,well0035_day03_well.png,0,4,well0035_day04_well.png,0,5,well0035_day05_well.png,0,6,well0035_day06_well.png,0,7,well0035_day07_well.png,0,8,well0035_day08_well.png,0,9,well0035_day09_well.png,0,10,well0035_day10_well.png,0,11,well0035_day11_well.png,0,12,well0035_day12_well.png,0,13,well0035_day13_well.png,0
29,A1,36,0,0036,well0036_day00_well.png,0,1,well0036_day01_well.png,0,2,well0036_day02_well.png,0,3,well0036_day03_well.png,0,4,well0036_day04_well.png,0,5,well0036_day05_well.png,0,6,well0036_day06_well.png,0,7,well0036_day07_well.png,0,8,well0036_day08_well.png,0,9,well0036_day09_well.png,0,10,well0036_day10_well.png,0,11,well0036_day11_well.png,0,12,well0036_day12_well.png,0,13,well0036_day13_well.png,0
30,A1,37,0,0037,well0037_day00_well.png,0,1,well0037_day01_well.png,1,2,well0037_day02_well.png,1,3,well0037_day03_well.png,1,4,well0037_day04_well.png,1,5,well0037_day05_well.png,1,6,well0037_day06_well.png,1,7,well0037_day07_well.png,1,8,well0037_day08_well.png,1,9,well0037_day09_well.png,1,10,well0037_day10_well.png,1,11,well0037_day11_well.png,1,12,well0037_day12_well.png,1,13,well0037_day13_well.png,1
31,A1,38,0,0038,well0038_day00_well.png,0,1,well0038_day01_well.png,0,2,well0038_day02_well.png,0,3,well0038_day03_well.png,0,4,well0038_day04_well.png,0,5,well0038_day05_well.png,0,6,well0038_day06_well.png,0,7,well0038_day07_well.png,0,8,well0038_day08_well.png,0,9,well0038_day09_well.png,0,10,well0038_day10_well.png,0,11,well0038_day11_well.png,0,12,well0038_day12_well.png,0,13,well0038_day13_well.png,0
32,A1,39,0,0039,well0039_day00_well.png,0,1,well0039_day01_well.png,0,2,well0039_day02_well.png,0,3,well0039_day03_well.png,0,4,well0039_day04_well.png,0,5,well0039_day05_well.png,0,6,well0039_day06_well.png,0,7,well0039_day07_well.png,0,8,well0039_day08_well.png,0,9,well0039_day09_well.png,0,10,well0039_day10_well.png,0,11,well0039_day11_well.png,0,12,well0039_day12_well.png,0,13,well0039_day13_well.png,1
33,A1,40,0,0040,well0040_day00_well.png,1,1,well0040_day01_well.png,1,2,well0040_day02_well.png,1,3,well0040_day03_well.png,1,4,well0040_day04_well.png,1,5,well0040_day05_well.png,0,6,well0040_day06_well.png,1,7,well0040_day07_well.png,1,8,well0040_day08_well.png,1,9,well0040_day09_well.png,1,10,well0040_day10_well.png,1,11,well0040_day11_well.png,1,12,well0040_day12_well.png,1,13,well0040_day13_well.png,1
34,A1,41,0,0041,well0041_day00_well.png,1,1,well0041_day01_well.png,1,2,well0041_day02_well.png,0,3,well0041_day03_well.png,1,4,well0041_day04_well.png,0,5,well0041_day05_well.png,0,6,well0041_day06_well.png,0,7,well0041_day07_well.png,1,8,well0041_day08_well.png,0,9,well0041_day09_well.png,1,10,well0041_day10_well.png,1,11,well0041_day11_well.png,1,12,well0041_day12_well.png,1,13,well0041_day13_well.png,1
35,A1,43,0,0043,well0043_day00_well.png,0,1,well0043_day01_well.png,0,2,well0043_day02_well.png,0,3,well0043_day03_well.png,0,4,well0043_day04_well.png,0,5,well0043_day05_well.png,0,6,well0043_day06_well.png,0,7,well0043_day07_well.png,0,8,well0043_day08_well.png,0,9,well0043_day09_well.png,0,10,well0043_day10_well.png,0,11,well0043_day11_well.png,0,12,well0043_day12_well.png,0,13,well0043_day13_well.png,1
36,A1,45,0,0045,well0045_day00_well.png,1,1,well0045_day01_well.png,1,2,well0045_day02_well.png,1,3,well0045_day03_well.png,1,4,well0045_day04_well.png,1,5,well0045_day05_well.png,1,6,well0045_day06_well.png,1,7,well0045_day07_well.png,1,8,well0045_day08_well.png,1,9,well0045_day09_well.png,1,10,well0045_day10_well.png,1,11,well0045_day11_well.png,1,12,well0045_day12_well.png,1,13,well0045_day13_well.png,1
37,A1,46,0,0046,well0046_day00_well.png,1,1,well0046_day01_well.png,1,2,well0046_day02_well.png,1,3,well0046_day03_well.png,1,4,well0046_day04_well.png,1,5,well0046_day05_well.png,1,6,well0046_day06_well.png,1,7,well0046_day07_well.png,1,8,well0046_day08_well.png,1,9,well0046_day09_well.png,1,10,well0046_day10_well.png,1,11,well0046_day11_well.png,1,12,well0046_day12_well.png,1,13,well0046_day13_well.png,1
38,A1,47,0,0047,well0047_day00_well.png,0,1,well0047_day01_well.png,0,2,well0047_day02_well.png,0,3,well0047_day03_well.png,0,4,well0047_day04_well.png,0,5,well0047_day05_well.png,0,6,well0047_day06_well.png,0,7,well0047_day07_well.png,0,8,well0047_day08_well.png,0,9,well0047_day09_well.png,0,10,well0047_day10_well.png,0,11,well0047_day11_well.png,0,12,well0047_day12_well.png,0,13,well0047_day13_well.png,0
39,A1,48,0,0048,well0048_day00_well.png,0,1,well0048_day01_well.png,0,2,well0048_day02_well.png,1,3,well0048_day03_well.png,1,4,well0048_day04_well.png,1,5,well0048_day05_well.png,1,6,well0048_day06_well.png,1,7,well0048_day07_well.png,1,8,well0048_day08_well.png,1,9,well0048_day09_well.png,1,10,well0048_day10_well.png,1,11,well0048_day11_well.png,0,12,well0048_day12_well.png,1,13,well0048_day13_well.png,1
40,A1,49,0,0049,well0049_day00_well.png,0,1,well0049_day01_well.png,0,2,well0049_day02_well.png,0,3,well0049_day03_well.png,0,4,well0049_day04_well.png,0,5,well0049_day05_well.png,0,6,well0049_day06_well.png,0,7,well0049_day07_well.png,0,8,well0049_day08_well.png,0,9,well0049_day09_well.png,0,10,well0049_day10_well.png,0,11,well0049_day11_well.png,0,12,well0049_day12_well.png,0,13,well0049_day13_well.png,1
41,A1,50,0,0050,well0050_day00_well.png,0,1,well0050_day01_well.png,0,2,well0050_day02_well.png,0,3,well0050_day03_well.png,0,4,well0050_day04_well.png,0,5,well0050_day05_well.png,0,6,well0050_day06_well.png,0,7,well0050_day07_well.png,0,8,well0050_day08_well.png,0,9,well0050_day09_well.png,0,10,well0050_day10_well.png,0,11,well0050_day11_well.png,0,12,well0050_day12_well.png,0,13,well0050_day13_well.png,1
42,A1,52,0,0052,well0052_day00_well.png,0,1,well0052_day01_well.png,0,2,well0052_day02_well.png,0,3,well0052_day03_well.png,0,4,well0052_day04_well.png,0,5,well0052_day05_well.png,0,6,well0052_day06_well.png,0,7,well0052_day07_well.png,0,8,well0052_day08_well.png,0,9,well0052_day09_well.png,0,10,well0052_day10_well.png,0,11,well0052_day11_well.png,0,12,well0052_day12_well.png,1,13,well0052_day13_well.png,1
43,A1,53,0,0053,well0053_day00_well.png,0,1,well0053_day01_well.png,0,2,well0053_day02_well.png,0,3,well0053_day03_well.png,0,4,well0053_day04_well.png,0,5,well0053_day05_well.png,0,6,well0053_day06_well.png,0,7,well0053_day07_well.png,0,8,well0053_day08_well.png,0,9,well0053_day09_well.png,0,10,well0053_day10_well.png,0,11,well0053_day11_well.png,0,12,well0053_day12_well.png,1,13,well0053_day13_well.png,1
44,A1,54,0,0054,well0054_day00_well.png,0,1,well0054_day01_well.png,0,2,well0054_day02_well.png,0,3,well0054_day03_well.png,0,4,well0054_day04_well.png,0,5,well0054_day05_well.png,0,6,well0054_day06_well.png,0,7,well0054_day07_well.png,0,8,well0054_day08_well.png,0,9,well0054_day09_well.png,0,10,well0054_day10_well.png,0,11,well0054_day11_well.png,0,12,well0054_day12_well.png,0,13,well0054_day13_well.png,0
45,A1,55,0,0055,well0055_day00_well.png,0,1,well0055_day01_well.png,0,2,well0055_day02_well.png,0,3,well0055_day03_well.png,0,4,well0055_day04_well.png,0,5,well0055_day05_well.png,0,6,well0055_day06_well.png,0,7,well0055_day07_well.png,0,8,well0055_day08_well.png,0,9,well0055_day09_well.png,0,10,well0055_day10_well.png,0,11,well0055_day11_well.png,0,12,well0055_day12_well.png,0,13,well0055_day13_well.png,0
46,A1,56,0,0056,well0056_day00_well.png,0,1,well0056_day01_well.png,0,2,well0056_day02_well.png,0,3,well0056_day03_well.png,0,4,well0056_day04_well.png,0,5,well0056_day05_well.png,0,6,well0056_day06_well.png,0,7,well0056_day07_well.png,0,8,well0056_day08_well.png,0,9,well0056_day09_well.png,0,10,well0056_day10_well.png,0,11,well0056_day11_well.png,0,12,well0056_day12_well.png,1,13,well0056_day13_well.png,0
47,A1,57,0,0057,well0057_day00_well.png,0,1,well0057_day01_well.png,0,2,well0057_day02_well.png,0,3,well0057_day03_well.png,0,4,well0057_day04_well.png,0,5,well0057_day05_well.png,0,6,well0057_day06_well.png,0,7,well0057_day07_well.png,0,8,well0057_day08_well.png,0,9,well0057_day09_well.png,0,10,well0057_day10_well.png,0,11,well0057_day11_well.png,0,12,well0057_day12_well.png,0,13,well0057_day13_well.png,0
48,A1,58,0,0058,well0058_day00_well.png,0,1,well0058_day01_well.png,0,2,well0058_day02_well.png,0,3,well0058_day03_well.png,0,4,well0058_day04_well.png,0,5,well0058_day05_well.png,0,6,well0058_day06_well.png,0,7,well0058_day07_well.png,0,8,well0058_day08_well.png,0,9,well0058_day09_well.png,0,10,well0058_day10_well.png,0,11,well0058_day11_well.png,0,12,well0058_day12_well.png,0,13,well0058_day13_well.png,1
49,A1,59,0,0059,well0059_day00_well.png,1,1,well0059_day01_well.png,0,2,well0059_day02_well.png,1,3,well0059_day03_well.png,1,4,well0059_day04_well.png,1,5,well0059_day05_well.png,1,6,well0059_day06_well.png,1,7,well0059_day07_well.png,1,8,well0059_day08_well.png,1,9,well0059_day09_well.png,1,10,well0059_day10_well.png,1,11,well0059_day11_well.png,1,12,well0059_day12_well.png,1,13,well0059_day13_well.png,1
50,A1,60,0,0060,well0060_day00_well.png,0,1,well0060_day01_well.png,0,2,well0060_day02_well.png,0,3,well0060_day03_well.png,0,4,well0060_day04_well.png,0,5,well0060_day05_well.png,0,6,well0060_day06_well.png,0,7,well0060_day07_well.png,0,8,well0060_day08_well.png,0,9,well0060_day09_well.png,0,10,well0060_day10_well.png,0,11,well0060_day11_well.png,0,12,well0060_day12_well.png,0,13,well0060_day13_well.png,0
51,A1,61,0,0061,well0061_day00_well.png,0,1,well0061_day01_well.png,0,2,well0061_day02_well.png,0,3,well0061_day03_well.png,0,4,well0061_day04_well.png,0,5,well0061_day05_well.png,0,6,well0061_day06_well.png,0,7,well0061_day07_well.png,0,8,well0061_day08_well.png,0,9,well0061_day09_well.png,0,10,well0061_day10_well.png,0,11,well0061_day11_well.png,0,12,well0061_day12_well.png,0,13,well0061_day13_well.png,1
52,A1,62,0,0062,well0062_day00_well.png,0,1,well0062_day01_well.png,0,2,well0062_day02_well.png,0,3,well0062_day03_well.png,0,4,well0062_day04_well.png,0,5,well0062_day05_well.png,0,6,well0062_day06_well.png,0,7,well0062_day07_well.png,0,8,well0062_day08_well.png,1,9,well0062_day09_well.png,1,10,well0062_day10_well.png,1,11,well0062_day11_well.png,0,12,well0062_day12_well.png,1,13,well0062_day13_well.png,1
53,A1,63,0,0063,well0063_day00_well.png,0,1,well0063_day01_well.png,0,2,well0063_day02_well.png,0,3,well0063_day03_well.png,0,4,well0063_day04_well.png,0,5,well0063_day05_well.png,0,6,well0063_day06_well.png,0,7,well0063_day07_well.png,0,8,well0063_day08_well.png,0,9,well0063_day09_well.png,0,10,well0063_day10_well.png,0,11,well0063_day11_well.png,1,12,well0063_day12_well.png,1,13,well0063_day13_well.png,1
54,A1,64,0,0064,well0064_day00_well.png,0,1,well0064_day01_well.png,0,2,well0064_day02_well.png,0,3,well0064_day03_well.png,0,4,well0064_day04_well.png,0,5,well0064_day05_well.png,0,6,well0064_day06_well.png,0,7,well0064_day07_well.png,0,8,well0064_day08_well.png,0,9,well0064_day09_well.png,0,10,well0064_day10_well.png,0,11,well0064_day11_well.png,0,12,well0064_day12_well.png,0,13,well0064_day13_well.png,1
55,A1,65,0,0065,well0065_day00_well.png,0,1,well0065_day01_well.png,0,2,well0065_day02_well.png,0,3,well0065_day03_well.png,0,4,well0065_day04_well.png,1,5,well0065_day05_well.png,0,6,well0065_day06_well.png,0,7,well0065_day07_well.png,0,8,well0065_day08_well.png,0,9,well0065_day09_well.png,0,10,well0065_day10_well.png,0,11,well0065_day11_well.png,0,12,well0065_day12_well.png,1,13,well0065_day13_well.png,1
56,A1,67,0,0067,well0067_day00_well.png,1,1,well0067_day01_well.png,1,2,well0067_day02_well.png,1,3,well0067_day03_well.png,1,4,well0067_day04_well.png,1,5,well0067_day05_well.png,1,6,well0067_day06_well.png,1,7,well0067_day07_well.png,1,8,well0067_day08_well.png,1,9,well0067_day09_well.png,1,10,well0067_day10_well.png,1,11,well0067_day11_well.png,1,12,well0067_day12_well.png,1,13,well0067_day13_well.png,1
57,A1,68,0,0068,well0068_day00_well.png,0,1,well0068_day01_well.png,0,2,well0068_day02_well.png,0,3,well0068_day03_well.png,0,4,well0068_day04_well.png,0,5,well0068_day05_well.png,0,6,well0068_day06_well.png,0,7,well0068_day07_well.png,0,8,well0068_day08_well.png,0,9,well0068_day09_well.png,0,10,well0068_day10_well.png,0,11,well0068_day11_well.png,0,12,well0068_day12_well.png,1,13,well0068_day13_well.png,1
58,A1,69,0,0069,well0069_day00_well.png,0,1,well0069_day01_well.png,0,2,well0069_day02_well.png,0,3,well0069_day03_well.png,0,4,well0069_day04_well.png,0,5,well0069_day05_well.png,0,6,well0069_day06_well.png,0,7,well0069_day07_well.png,0,8,well0069_day08_well.png,0,9,well0069_day09_well.png,0,10,well0069_day10_well.png,0,11,well0069_day11_well.png,0,12,well0069_day12_well.png,0,13,well0069_day13_well.png,0
59,A1,70,0,0070,well0070_day00_well.png,0,1,well0070_day01_well.png,0,2,well0070_day02_well.png,0,3,well0070_day03_well.png,0,4,well0070_day04_well.png,0,5,well0070_day05_well.png,0,6,well0070_day06_well.png,0,7,well0070_day07_well.png,0,8,well0070_day08_well.png,0,9,well0070_day09_well.png,0,10,well0070_day10_well.png,0,11,well0070_day11_well.png,0,12,well0070_day12_well.png,0,13,well0070_day13_well.png,0
60,A1,71,0,0071,well0071_day00_well.png,0,1,well0071_day01_well.png,0,2,well0071_day02_well.png,0,3,well0071_day03_well.png,0,4,well0071_day04_well.png,0,5,well0071_day05_well.png,0,6,well0071_day06_well.png,0,7,well0071_day07_well.png,0,8,well0071_day08_well.png,0,9,well0071_day09_well.png,0,10,well0071_day10_well.png,0,11,well0071_day11_well.png,0,12,well0071_day12_well.png,0,13,well0071_day13_well.png,0
